"Submission ID","Last updated","Submission started","Status","Current step","University","Faculty","Age","Class","Gender","Untitled MultipleChoice field","Untitled MultipleChoice field (1)","Sources","Rate from 1 to 10","Untitled MultipleChoice field (3)","Untitled MultipleChoice field (4)","Untitled MultipleChoice field (2)","Untitled OpinionScale field","Errors","Url","Network ID"
"5a5e4de6-cf8b-451c-af55-e802f3cd4f74","Tue Jan 16 2024 21:22:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:21:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Female","Yes","2023","Friends","5","Other","Income less than expenses","No","4","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=5a5e4de6-cf8b-451c-af55-e802f3cd4f74","cf342a0ccc736dd74252c14e6819cf88"
"19e69f35-11c8-4ae7-9a89-d81d1005fc16","Tue Jan 16 2024 21:20:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:19:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Architecture","20-22","3","Male","No","","TV News,Social Media,Internet,Friends","1","Foreign Currencies","Equal","No","1","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=19e69f35-11c8-4ae7-9a89-d81d1005fc16","32918473b14c0f0476c30f2d239efbd3"
"5e328399-34d5-40b3-b656-58df042a4797","Tue Jan 16 2024 21:16:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:15:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","3","Female","No","","Social Media,Internet,Friends","8","Foreign Currencies","Equal","No","1","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=5e328399-34d5-40b3-b656-58df042a4797","ab863adee23920a97e45a05b57dd03eb"
"4ab66e08-55a4-44ca-b4fb-65a20409aec8","Tue Jan 16 2024 21:16:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:15:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","23-25","3","Male","Yes","2023","Other","4","Other","Income less than expenses","Yes","2","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=4ab66e08-55a4-44ca-b4fb-65a20409aec8","8b8281815ab47e9905881c19a6ab4026"
"b8572ea0-861d-45f3-881e-17a5e1ff1ef5","Tue Jan 16 2024 21:15:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:13:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","Yes","2022","Friends","9","Precious Metals","Income more than expenses","Yes","2","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=b8572ea0-861d-45f3-881e-17a5e1ff1ef5","76fb4a7c86b18e15e2b11339d98ce157"
"89083203-338c-4947-951a-28998e4bbe88","Tue Jan 16 2024 21:12:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:11:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","Yes","2021","TV News,Social Media,Internet,Friends,Books & Magazines,Other","10","Stock Markets","Income more than expenses","Yes","8","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=89083203-338c-4947-951a-28998e4bbe88","92ac2daa540785b422c1196cd0464137"
"85174aff-ac23-491a-bc6c-af5acc7f2ad9","Tue Jan 16 2024 21:11:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:09:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","30","3","Male","No","","TV News,Friends","3","Foreign Currencies","Income more than expenses","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=85174aff-ac23-491a-bc6c-af5acc7f2ad9","2c90f66e10e9505fa6fa049e96ecbda2"
"85b166f0-c406-4b63-beba-3e43f92371c1","Tue Jan 16 2024 21:10:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:09:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","2","Male","Yes","2019","TV News,Social Media,Internet,Friends,Books & Magazines","8","Crypto Currencies","Equal","Yes","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=85b166f0-c406-4b63-beba-3e43f92371c1","c7a7197f8610d128d29c0c396d58ef6b"
"b5f29c0c-8590-4d90-bfc2-99578a60fd77","Tue Jan 16 2024 21:10:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:08:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Architecture","23-25","2","Male","Yes","2021","Social Media,Internet,Friends","5","Other","Income less than expenses","No","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=b5f29c0c-8590-4d90-bfc2-99578a60fd77","544ff17f967c06d8d9522583413ca524"
"fb0db77e-0f24-4bcb-a3f9-007618357701","Tue Jan 16 2024 21:09:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:08:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","4","Female","Yes","2023","Social Media,Internet","5","Foreign Currencies","Equal","Yes","4","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=fb0db77e-0f24-4bcb-a3f9-007618357701","50711dd31d8cf04a1bb846abca26ea97"
"f50cd679-1b45-4464-9725-375bfa321310","Tue Jan 16 2024 21:08:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:06:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","2","Not prefer to say","No","","TV News,Social Media,Internet,Friends","9","Foreign Currencies","Income less than expenses","Yes","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=f50cd679-1b45-4464-9725-375bfa321310","10493d2717caf64f0634fd617cbcd9f6"
"98794296-b5b6-4f59-bda1-ae1a21c15de0","Tue Jan 16 2024 21:06:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:03:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","No","","Other","7","Stock Markets","Income more than expenses","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=98794296-b5b6-4f59-bda1-ae1a21c15de0","09744064614aca8a474965fc60e6e2e1"
"0efd9d1f-0db4-4813-9d7f-63ffcd228470","Tue Jan 16 2024 21:05:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:04:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Education","26-28","4","Female","Yes","2023","Social Media,Friends","8","Foreign Currencies","Income more than expenses","Yes","4","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=0efd9d1f-0db4-4813-9d7f-63ffcd228470","3678f32995bfb387d3408fd246709880"
"01ab29b8-5002-43c4-a54f-178be705105e","Tue Jan 16 2024 21:05:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:04:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","2","Male","No","","TV News,Social Media,Internet,Friends","4","Saving Accounts","Equal","No","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=01ab29b8-5002-43c4-a54f-178be705105e","cfe14f72c61e664db3e06bf1b07be64f"
"aab7fc65-3f86-4b9a-a4ff-4230ea23f69e","Tue Jan 16 2024 21:04:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:02:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Female","No","","Social Media,Internet,Books & Magazines","1","Saving Accounts","Income less than expenses","Yes","1","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=aab7fc65-3f86-4b9a-a4ff-4230ea23f69e","e53e28636e3ad93c2a3d92d64216e17e"
"acc4cd6c-70d5-4f40-b685-7aa0f9fdf721","Tue Jan 16 2024 21:04:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:02:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Education","23-25","2","Female","No","","Social Media","4","Stock Markets","Income less than expenses","No","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=acc4cd6c-70d5-4f40-b685-7aa0f9fdf721","841e205c8f59baa46e48c4310e8d06c1"
"b42f3ef2-a402-4603-a93b-cd21519ac45d","Tue Jan 16 2024 21:03:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:00:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Education","23-25","2","Male","No","","Internet,Friends,Other","9","Foreign Currencies","Equal","No","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=b42f3ef2-a402-4603-a93b-cd21519ac45d","c563241e6d7af746a1e996e2793044db"
"11da773f-ea3c-470c-9cde-6c8288892cbd","Tue Jan 16 2024 21:01:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:00:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","4","Female","No","","Social Media,Internet","7","Foreign Currencies","Income less than expenses","Yes","1","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=11da773f-ea3c-470c-9cde-6c8288892cbd","2c0c24ab3aab8027238eab85e6bdec18"
"bcf7a13a-d25a-4b37-9dff-4a0ddb4ed8aa","Tue Jan 16 2024 21:01:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 21:00:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","Yes","2023","Social Media,Friends","8","Stock Markets","Income more than expenses","Yes","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=bcf7a13a-d25a-4b37-9dff-4a0ddb4ed8aa","0b4a8a8a8b187a17842d4d68ed155165"
"01189843-67e1-4dad-9ba9-4dcb27f7113b","Tue Jan 16 2024 21:00:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:59:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","23-25","3","Male","No","","Internet,Friends","8","Foreign Currencies","Income less than expenses","No","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=01189843-67e1-4dad-9ba9-4dcb27f7113b","9331937b166da92f10307107316b2177"
"d24fc238-668e-4fab-87d7-3a79f0af115f","Tue Jan 16 2024 21:00:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:58:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Education","20-22","3","Female","No","","Internet","1","Foreign Currencies","Income less than expenses","Yes","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=d24fc238-668e-4fab-87d7-3a79f0af115f","7ae99d928e0ccdbe67411642f0531bc0"
"80eb3c6a-88f5-4170-b766-f09dc46bcbea","Tue Jan 16 2024 20:58:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:56:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","3","Male","No","","Internet","7","Foreign Currencies","Income more than expenses","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=80eb3c6a-88f5-4170-b766-f09dc46bcbea","3cba66d95cc16e8b4525876887a35621"
"54c784bf-23aa-4fcb-abc2-b0b4d12d4b35","Tue Jan 16 2024 20:58:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:56:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","23-25","3","Male","No","","Social Media,Internet","10","Foreign Currencies","Equal","Yes","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=54c784bf-23aa-4fcb-abc2-b0b4d12d4b35","5bbbd88263093baec59d6d43ff7437cd"
"31b3badf-b5a4-480a-800d-a18d321dad05","Tue Jan 16 2024 20:56:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:41:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Economic and Administrative Sciences","23-25","4","Female","No","","TV News,Social Media,Internet,Friends","7","Precious Metals","Income more than expenses","Yes","2","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=31b3badf-b5a4-480a-800d-a18d321dad05","5b9de0a2087c9dac37affc0057b03c03"
"ecbabe40-219d-4ef7-8682-3e69a77ffa6d","Tue Jan 16 2024 20:56:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:54:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","2","Male","No","","Social Media,Internet,Friends","3","Precious Metals","Equal","No","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=ecbabe40-219d-4ef7-8682-3e69a77ffa6d","d664734e711e654a5dee88f2a6d3bdd9"
"e774cd5e-3eff-430a-b954-a30cdb62b93d","Tue Jan 16 2024 20:53:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:52:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","3","Male","No","","Friends,Other","4","Saving Accounts","Equal","Yes","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=e774cd5e-3eff-430a-b954-a30cdb62b93d","4305ceb8d7a2dd050eb715651eae8ba0"
"bacf3f55-fffa-4b00-a568-5faf73bda3ca","Tue Jan 16 2024 20:52:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:50:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","23-25","3","Male","Yes","2023","Social Media,Internet,Friends","8","Stock Markets","Income more than expenses","No","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=bacf3f55-fffa-4b00-a568-5faf73bda3ca","246d620aca2d38cad3a8ff933719aa80"
"9eea5d2e-baba-44d8-9077-2c8bf7982c5a","Tue Jan 16 2024 20:50:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:48:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Architecture","20-22","3","Female","No","","TV News,Social Media,Internet,Friends","6","Foreign Currencies","Equal","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=9eea5d2e-baba-44d8-9077-2c8bf7982c5a","e5264f2e8f394cbbcfa2484a8d171106"
"2f3965b4-bb55-4709-9e46-a9f2f0bbd94c","Tue Jan 16 2024 20:49:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:48:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Economic and Administrative Sciences","20-22","3","Male","Yes","2023","Social Media,Internet","8","Stock Markets","Equal","No","4","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=2f3965b4-bb55-4709-9e46-a9f2f0bbd94c","8934b54faa1637d81c2c7bc5eaf3a611"
"58867711-6d88-451a-93a6-3edb89eefffb","Tue Jan 16 2024 20:48:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:46:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","3","Female","Yes","2023","Social Media,Internet,Other","8","Foreign Currencies","Equal","Yes","4","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=58867711-6d88-451a-93a6-3edb89eefffb","c5ddfd23e563d76eb4e44bdfe75ba5fc"
"814058fd-8bb2-47b4-819b-8794a2a8acf3","Tue Jan 16 2024 20:46:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:44:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Female","No","","TV News,Social Media,Internet,Friends","8","Saving Accounts","Income more than expenses","Yes","4","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=814058fd-8bb2-47b4-819b-8794a2a8acf3","79c9423d51f0041bd8c56a2381079a00"
"dc18e32a-5b41-4be2-9d6b-989f4008ab7c","Tue Jan 16 2024 20:46:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:43:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","2","Female","Yes","2022","Social Media,Internet","5","Saving Accounts","Equal","No","4","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=dc18e32a-5b41-4be2-9d6b-989f4008ab7c","1dcad4528e706cfc8d51963d775af731"
"f30f4e9d-f6ac-417f-a737-f521da31728e","Tue Jan 16 2024 20:44:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:42:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","No","","Social Media,Internet","8","Precious Metals","Equal","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=f30f4e9d-f6ac-417f-a737-f521da31728e","8735e1eb184211f8a9ee04cb7fd9e496"
"a9fae0fd-383e-46bc-8da9-c717c916be4d","Tue Jan 16 2024 20:43:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:41:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Education","20-22","4","Male","Yes","2021","Social Media,Friends","5","Stock Markets","Income more than expenses","Yes","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=a9fae0fd-383e-46bc-8da9-c717c916be4d","be81cb1598f76dbc1676cb7f8512081c"
"935f8fce-be32-4c37-9b78-1a4a7f111374","Tue Jan 16 2024 20:42:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:41:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Economic and Administrative Sciences","23-25","4","Female","Yes","2023","Social Media,Internet","4","Foreign Currencies","Income less than expenses","Yes","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=935f8fce-be32-4c37-9b78-1a4a7f111374","0831a016391dc13af1735d4b5fc63352"
"c6bde268-bf20-4bb8-8a90-d5d6056d885d","Tue Jan 16 2024 20:42:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:37:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Architecture","20-22","3","Female","No","","Social Media,Internet,Friends","6","Saving Accounts","Equal","Yes","2","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=c6bde268-bf20-4bb8-8a90-d5d6056d885d","bbfd46d0d3bcdda000eec2700bbde472"
"7f82747a-5b81-4eb3-b152-4f356155260c","Tue Jan 16 2024 20:37:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:36:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","Yes","2023","Social Media,Friends","3","Crypto Currencies","Equal","No","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=7f82747a-5b81-4eb3-b152-4f356155260c","13a8d3804ff24ba89b3054424df8b000"
"b1276dfc-92d5-4214-8196-b64d3397dfe7","Tue Jan 16 2024 20:36:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:35:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","3","Male","No","","Other","6","Other","Income more than expenses","Yes","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=b1276dfc-92d5-4214-8196-b64d3397dfe7","b7c7049d33f69516b99dd2aacbdea513"
"0643e37e-cfb9-48a2-9845-6d3a2b190ca6","Tue Jan 16 2024 20:36:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:35:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Female","Yes","2023","Social Media,Friends","7","Stock Markets","Equal","Yes","4","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=0643e37e-cfb9-48a2-9845-6d3a2b190ca6","4e3a38613b340024f2de11c882c61510"
"f7955f2a-6ffb-4421-8062-ee98693bd57a","Tue Jan 16 2024 20:34:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:32:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","23-25","4","Male","No","","Internet","5","Foreign Currencies","Income less than expenses","Yes","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=f7955f2a-6ffb-4421-8062-ee98693bd57a","607af77b06b5ea404739c3d4b7d0d11a"
"d80b0a99-b79a-4ac4-b301-88bdf1cc86b6","Tue Jan 16 2024 20:31:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:30:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","3","Female","No","","Social Media,Internet,Friends","4","Saving Accounts","Equal","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=d80b0a99-b79a-4ac4-b301-88bdf1cc86b6","4497c349349fb811c8199241ea2a82ef"
"d3d9e6fc-99c0-4227-8e04-434866b62c8e","Tue Jan 16 2024 20:30:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:29:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Female","No","","TV News,Social Media,Internet,Friends","8","Precious Metals","Income more than expenses","Yes","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=d3d9e6fc-99c0-4227-8e04-434866b62c8e","a14d52dc0196a6ba022cf6f973cc50f5"
"edc3d3e1-8499-49e5-9421-d3f7d8af7944","Tue Jan 16 2024 20:29:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:27:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Education","23-25","3","Female","No","","Social Media,Internet,Friends","5","Saving Accounts","Income less than expenses","No","8","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=edc3d3e1-8499-49e5-9421-d3f7d8af7944","15621fdb2714ccee2d87ccc5561d4f01"
"306ef757-0610-455b-9f01-6803d7de5aca","Tue Jan 16 2024 20:29:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:28:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","Yes","2020","Social Media,Internet","5","Crypto Currencies","Equal","Yes","9","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=306ef757-0610-455b-9f01-6803d7de5aca","57c0812b2dee8050bc2f1a281b435cf7"
"619721a7-d825-4dc0-acba-ac8d447a4f80","Tue Jan 16 2024 20:28:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:27:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","Yes","2023","TV News,Social Media,Internet,Friends","8","Foreign Currencies","Income more than expenses","Yes","3","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=619721a7-d825-4dc0-acba-ac8d447a4f80","ff6104a907936d7960b0d3ad11efe182"
"18aeee49-4f59-4ff0-819c-1599072a89ba","Tue Jan 16 2024 20:26:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:25:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","23-25","3","Female","No","","TV News,Social Media,Internet,Friends","5","Saving Accounts","Equal","Yes","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=18aeee49-4f59-4ff0-819c-1599072a89ba","3db0f4510afcddbb2a2959527c318096"
"881b6fe0-5d27-4a3d-8ccb-b566fc26d190","Tue Jan 16 2024 20:24:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:23:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","Yes","2022","Social Media,Internet","9","Stock Markets","Income more than expenses","Yes","8","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=881b6fe0-5d27-4a3d-8ccb-b566fc26d190","c28b7259c668cf53d63767e049c3e668"
"c050328b-f5db-4246-884a-8fd39d93a82b","Tue Jan 16 2024 20:23:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:22:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","Yes","2023","Internet,Friends","8","Stock Markets","Income more than expenses","Yes","7","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=c050328b-f5db-4246-884a-8fd39d93a82b","56d4c6d770f754535396590928d8e6ec"
"bce446dd-1eed-4961-b257-7d10beab1674","Tue Jan 16 2024 20:23:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:19:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","23-25","3","Female","No","","Internet,Friends,Other","7","Precious Metals","Equal","Yes","8","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=bce446dd-1eed-4961-b257-7d10beab1674","c33dcbcd61fc3efe32da36984e1278fc"
"7b649924-7990-4f89-80bf-3b6701884c80","Tue Jan 16 2024 20:23:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:22:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Male","Yes","2022","Friends","1","Crypto Currencies","Income less than expenses","Yes","10","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=7b649924-7990-4f89-80bf-3b6701884c80","5059fce4378dfc300526425eb4263f16"
"cbd86ee1-6920-4c16-9d43-3e5b9d5a7015","Tue Jan 16 2024 20:22:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:20:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Other","Yes","2022","Social Media","10","Stock Markets","Income more than expenses","No","1","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=cbd86ee1-6920-4c16-9d43-3e5b9d5a7015","d54468baa56891685c45a7accb831796"
"65513897-1d44-4f8c-bd69-dbe87ff07a17","Tue Jan 16 2024 20:21:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:21:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Economic and Administrative Sciences","20-22","4","Female","No","","Social Media","6","Saving Accounts","Income more than expenses","Yes","2","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=65513897-1d44-4f8c-bd69-dbe87ff07a17","37397565b0d37e08a7347e91212d77c5"
"d35e9700-080e-4182-b336-26704b802d0b","Tue Jan 16 2024 20:20:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:19:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Female","No","","TV News,Social Media,Internet","7","Saving Accounts","Equal","No","5","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=d35e9700-080e-4182-b336-26704b802d0b","b0173cf79ebd89167f84012e642d0370"
"bd0a367d-ea4b-4352-b2dc-0ad76a4345e9","Tue Jan 16 2024 20:18:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:17:00 GMT+0300 (GMT+03:00)","finished","Ending",""," Faculty of Arts and Sciences","20-22","3","Female","No","","Internet,Friends","4","Precious Metals","Equal","Yes","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=bd0a367d-ea4b-4352-b2dc-0ad76a4345e9","11f0959ec9acfe0da70e18a8924d60e7"
"1d832416-c8f7-4bea-b380-674316b701c3","Tue Jan 16 2024 20:18:00 GMT+0300 (GMT+03:00)","Tue Jan 16 2024 20:16:00 GMT+0300 (GMT+03:00)","finished","Ending","","Faculty of Engineering","20-22","3","Female","Yes","2023","TV News,Internet,Friends","7","Saving Accounts","Income more than expenses","Yes","6","None","https://build.fillout.com/editor/ne5UqhK3VRus/results?sessionId=1d832416-c8f7-4bea-b380-674316b701c3","098a63cfe2ff94cd1a7c54e420732f3d"
